19083,"Hardin, IA",96.8
19085,"Harrison, IA",82.5
19087,"Henry, IA",79.4
19089,"Howard, IA",88.6
19091,"Humboldt, IA",92.2
19093,"Ida, IA",96.9
19095,"Iowa, IA",101.4
19097,"Jackson, IA",83
19099,"Jasper, IA",80
19101,"Jefferson, IA",77.7
19103,"Johnson, IA",96.7
19105,"Jones, IA",80.2
19107,"Keokuk, IA",81.7
19109,"Kossuth, IA",97.3
19111,"Lee, IA",77.5
19113,"Linn, IA",96.9
19115,"Louisa, IA",75.4
19117,"Lucas, IA",77.4
19119,"Lyon, IA",111.8
19121,"Madison, IA",90.9
19123,"Mahaska, IA",80.7
19125,"Marion, IA",89.9
19127,"Marshall, IA",80.2
19129,"Mills, IA",104
19131,"Mitchell, IA",116.3
19133,"Monona, IA",88.4
19135,"Monroe, IA",80.5
19137,"Montgomery, IA",77.7
19139,"Muscatine, IA",87.3
19141,"O'Brien, IA",109.9
19143,"Osceola, IA",105
19145,"Page, IA",76.5
19147,"Palo Alto, IA",97.4
19149,"Plymouth, IA",105.8
19151,"Pocahontas, IA",96.8
19153,"Polk, IA",97.7
19155,"Pottawattamie, IA",83.8
19157,"Poweshiek, IA",86.2
19159,"Ringgold, IA",84
19161,"Sac, IA",104.6
19163,"Scott, IA",99.8
19165,"Shelby, IA",93.4
19167,"Sioux, IA",102.9
19169,"Story, IA",76.9
19171,"Tama, IA",85.4
19173,"Taylor, IA",76.4
19175,"Union, IA",74.4
19177,"Van Buren, IA",76
19179,"Wapello, IA",71.6
19181,"Warren, IA",93.1
19183,"Washington, IA",105.5
19185,"Wayne, IA",80.8
19187,"Webster, IA",83.6
19189,"Winnebago, IA",81.8
19191,"Winneshiek, IA",92.2
19193,"Woodbury, IA",80.8
19195,"Worth, IA",77.7
19197,"Wright, IA",103.7
20001,"Allen, KS",73.9
20003,"Anderson, KS",70.8
20005,"Atchison, KS",68.8
20007,"Barber, KS",78.1
20009,"Barton, KS",88.2
20011,"Bourbon, KS",78.4
20013,"Brown, KS",79
20015,"Butler, KS",84.8
20017,"Chase, KS",85.2
20019,"Chautauqua, KS",74.7
20021,"Cherokee, KS",72.8
20023,"Cheyenne, KS",86.8
20025,"Clark, KS",115.1
20027,"Clay, KS",77.3
20029,"Cloud, KS",70.1
20031,"Coffey, KS",99.3
20033,"Comanche, KS",84.4
20035,"Cowley, KS",71.1
20037,"Crawford, KS",69.6
20039,"Decatur, KS",85.6
20041,"Dickinson, KS",74.5
20043,"Doniphan, KS",68.7
20045,"Douglas, KS",80.2
20047,"Edwards, KS",95.8
20049,"Elk, KS",75.1
20051,"Ellis, KS",85.3
20053,"Ellsworth, KS",79.6
20055,"Finney, KS",79.3
20057,"Ford, KS",71.6
20059,"Franklin, KS",77.8
20061,"Geary, KS",89.8
20063,"Gove, KS",107.5
20065,"Graham, KS",91.1
20067,"Grant, KS",85.6
20069,"Gray, KS",122
20071,"Greeley, KS",108.7
20073,"Greenwood, KS",78.4
20075,"Hamilton, KS",117.2
20077,"Harper, KS",86.4
20079,"Harvey, KS",77.2
20081,"Haskell, KS",96.9
20083,"Hodgeman, KS",90.3
20085,"Jackson, KS",76.6
20087,"Jefferson, KS",81.7
20089,"Jewell, KS",88.9
20091,"Johnson, KS",135.9
20093,"Kearny, KS",103.7
20095,"Kingman, KS",78.2
20097,"Kiowa, KS",81.3
20099,"Labette, KS",77.4
20101,"Lane, KS",172
20103,"Leavenworth, KS",78.7
20105,"Lincoln, KS",76.4
20107,"Linn, KS",68.4
20109,"Logan, KS",87.9
20111,"Lyon, KS",70.3
20113,"McPherson, KS",93.7
20115,"Marion, KS",76.1
20117,"Marshall, KS",84.1
20119,"Meade, KS",118
20121,"Miami, KS",89.5
20123,"Mitchell, KS",100.5
20125,"Montgomery, KS",69
20127,"Morris, KS",77.9
20129,"Morton, KS",80.2
20131,"Nemaha, KS",99.4
20133,"Neosho, KS",72.5
20135,"Ness, KS",105.3
20137,"Norton, KS",77.3
20139,"Osage, KS",73.7
20141,"Osborne, KS",84.5
20143,"Ottawa, KS",75.7
20145,"Pawnee, KS",72
20147,"Phillips, KS",94.3
20149,"Pottawatomie, KS",96.5
20151,"Pratt, KS",86.9
20153,"Rawlins, KS",102.5
20155,"Reno, KS",75.5
20157,"Republic, KS",81.3
20159,"Rice, KS",78.6
20161,"Riley, KS",78.2
20163,"Rooks, KS",77.8
20165,"Rush, KS",81.4
20167,"Russell, KS",81.6
20169,"Saline, KS",91.8
20171,"Scott, KS",127.2
20173,"Sedgwick, KS",98.8
20175,"Seward, KS",70.9
20177,"Shawnee, KS",86.1
20179,"Sheridan, KS",93.1
20181,"Sherman, KS",82.9
20183,"Smith, KS",83.5
20185,"Stafford, KS",81.8
20187,"Stanton, KS",117.4
20189,"Stevens, KS",71.6
20191,"Sumner, KS",73.5
20193,"Thomas, KS",83.9
20195,"Trego, KS",93.5
20197,"Wabaunsee, KS",92.8
20199,"Wallace, KS",104.6
20201,"Washington, KS",83
20203,"Wichita, KS",128.8
20205,"Wilson, KS",79.8
20207,"Woodson, KS",65.3
20209,"Wyandotte, KS",61.2
21001,"Adair, KY",57.5
21003,"Allen, KY",60
21005,"Anderson, KY",72.2
21007,"Ballard, KY",69.7
21009,"Barren, KY",67.3
21011,"Bath, KY",56
21013,"Bell, KY",54.4
21015,"Boone, KY",88.2
21017,"Bourbon, KY",81.5
21019,"Boyd, KY",73
21021,"Boyle, KY",69.4
21023,"Bracken, KY",67.5
21025,"Breathitt, KY",62
21027,"Breckinridge, KY",63.3
21029,"Bullitt, KY",75.2
21031,"Butler, KY",63.2
21033,"Caldwell, KY",64.4
21035,"Calloway, KY",65.6
21037,"Campbell, KY",90
21039,"Carlisle, KY",80.6
21041,"Carroll, KY",66.8
21043,"Carter, KY",56.7
21045,"Casey, KY",57.3
21047,"Christian, KY",69.3
21049,"Clark, KY",73.2
21051,"Clay, KY",56.1
21053,"Clinton, KY",57.5
21055,"Crittenden, KY",64.9
21057,"Cumberland, KY",65.3
21059,"Daviess, KY",76.7
21061,"Edmonson, KY",59.2
21063,"Elliott, KY",41.3
21065,"Estill, KY",58
21067,"Fayette, KY",92.2
21069,"Fleming, KY",61.6
21071,"Floyd, KY",67.9
21073,"Franklin, KY",76.7
21075,"Fulton, KY",61.9
21077,"Gallatin, KY",58.9
21079,"Garrard, KY",63.1
21081,"Grant, KY",66.3
21083,"Graves, KY",70
21085,"Grayson, KY",61.7
21087,"Green, KY",63.5
21089,"Greenup, KY",75.2
21091,"Hancock, KY",67.8
21093,"Hardin, KY",79.8
21095,"Harlan, KY",56.7
21097,"Harrison, KY",64.1
21099,"Hart, KY",59
21101,"Henderson, KY",73.3
21103,"Henry, KY",69.8
21105,"Hickman, KY",82.5
21107,"Hopkins, KY",72.1
21109,"Jackson, KY",52.1
21111,"Jefferson, KY",95.4
21113,"Jessamine, KY",79.8
21115,"Johnson, KY",60.6
21117,"Kenton, KY",106.5
21119,"Knott, KY",55.3
21121,"Knox, KY",54.1
21123,"Larue, KY",67.1
21125,"Laurel, KY",62.3
21127,"Lawrence, KY",58.1
21129,"Lee, KY",55.4
21131,"Leslie, KY",60.1
21133,"Letcher, KY",56.7
21135,"Lewis, KY",57.2
21137,"Lincoln, KY",57.7
21139,"Livingston, KY",69.4
21141,"Logan, KY",66.1
21143,"Lyon, KY",67.3
21145,"McCracken, KY",88.9
21147,"McCreary, KY",47.5
21149,"McLean, KY",76.4
21151,"Madison, KY",65
21153,"Magoffin, KY",56.1
21155,"Marion, KY",66.3
21157,"Marshall, KY",76.5
21159,"Martin, KY",54.8
21161,"Mason, KY",74.5
21163,"Meade, KY",73.5
21165,"Menifee, KY",55.7
21167,"Mercer, KY",68.2
21169,"Metcalfe, KY",57.9
21171,"Monroe, KY",66.8
21173,"Montgomery, KY",63.8
21175,"Morgan, KY",49.3
21177,"Muhlenberg, KY",62.2
21179,"Nelson, KY",78
21181,"Nicholas, KY",62.4
21183,"Ohio, KY",61.1
21185,"Oldham, KY",115.8
21187,"Owen, KY",62.3
21189,"Owsley, KY",57.8
21191,"Pendleton, KY",80.4
21193,"Perry, KY",70.8
21195,"Pike, KY",66.7
21197,"Powell, KY",57.9
21199,"Pulaski, KY",68
21201,"Robertson, KY",60.3
21203,"Rockcastle, KY",57.3
21205,"Rowan, KY",56.5
21207,"Russell, KY",63.1
21209,"Scott, KY",79.7
21211,"Shelby, KY",83.4
21213,"Simpson, KY",70.1
21215,"Spencer, KY",80.7
21217,"Taylor, KY",64.3
21219,"Todd, KY",70.7
21221,"Trigg, KY",67
21223,"Trimble, KY",67.2
21225,"Union, KY",62
21227,"Warren, KY",69.9
21229,"Washington, KY",69.5
21231,"Wayne, KY",52.3
21233,"Webster, KY",72
21235,"Whitley, KY",61.4
21237,"Wolfe, KY",57.1
21239,"Woodford, KY",95.1
22001,"Acadia, LA",68.5
22003,"Allen, LA",61.3
22005,"Ascension, LA",91.5
22007,"Assumption, LA",85.9
22009,"Avoyelles, LA",69.6
22011,"Beauregard, LA",78.6
22013,"Bienville, LA",70.7
22015,"Bossier, LA",81.1
22017,"Caddo, LA",88.9
22019,"Calcasieu, LA",89.9
22021,"Caldwell, LA",62.4
22023,"Cameron, LA",92.3
22025,"Catahoula, LA",61.8
22027,"Claiborne, LA",64.7
22029,"Concordia, LA",60.5
22031,"De Soto, LA",74.5
22033,"East Baton Rouge, LA",94.4
22035,"East Carroll, LA",66.1
22037,"East Feliciana, LA",78.6
22039,"Evangeline, LA",61.8
22041,"Franklin, LA",58.6
22043,"Grant, LA",58.5
22045,"Iberia, LA",72.1
22047,"Iberville, LA",76.1
22049,"Jackson, LA",62.7
22051,"Jefferson, LA",93.7
22053,"Jefferson Davis, LA",77.8
22055,"Lafayette, LA",92.3
22057,"Lafourche, LA",86.5
22059,"LaSalle, LA",59.5
22061,"Lincoln, LA",74.2
22063,"Livingston, LA",74.7
22065,"Madison, LA",59.6
22067,"Morehouse, LA",70.7
22069,"Natchitoches, LA",73.2
22071,"Orleans, LA",95.5
22073,"Ouachita, LA",75.4
22075,"Plaquemines, LA",90.7
22077,"Pointe Coupee, LA",81.5
22079,"Rapides, LA",84.7
22081,"Red River, LA",77.5
22083,"Richland, LA",68.6
22085,"Sabine, LA",63.5
22087,"St. Bernard, LA",59
22089,"St. Charles, LA",90.6
22091,"St. Helena, LA",76.4
22093,"St. James, LA",89
22095,"St. John the Baptist, LA",74.5
22097,"St. Landry, LA",75.7
22099,"St. Martin, LA",69.1
22101,"St. Mary, LA",72.1
22103,"St. Tammany, LA",114.5
22105,"Tangipahoa, LA",71.6
22107,"Tensas, LA",67.3
22109,"Terrebonne, LA",76.2
22111,"Union, LA",71.3
22113,"Vermilion, LA",71.7
22115,"Vernon, LA",74.8
22117,"Washington, LA",61.5
22119,"Webster, LA",73.8
22121,"West Baton Rouge, LA",86.3
22123,"West Carroll, LA",67.3
22125,"West Feliciana, LA",71
22127,"Winn, LA",67.4
23001,"Androscoggin, ME",76.3
23003,"Aroostook, ME",75.7
23005,"Cumberland, ME",114.8
23007,"Franklin, ME",70.8
23009,"Hancock, ME",94.1
23011,"Kennebec, ME",82.5
23013,"Knox, ME",96.2
23015,"Lincoln, ME",93.5
23017,"Oxford, ME",69.8
23019,"Penobscot, ME",77.2
23021,"Piscataquis, ME",70.6
23023,"Sagadahoc, ME",94.3
23025,"Somerset, ME",70.1
23027,"Waldo, ME",75.1
23029,"Washington, ME",74.2
23031,"York, ME",95.6
24001,"Allegany, MD",74.4
24003,"Anne Arundel, MD",123.7
24005,"Baltimore, MD",113.1
24009,"Calvert, MD",115
24011,"Caroline, MD",84.3
24013,"Carroll, MD",115.8
24015,"Cecil, MD",87.6
24017,"Charles, MD",104.8
24019,"Dorchester, MD",85.5
24021,"Frederick, MD",113.6
24023,"Garrett, MD",83.7
24025,"Harford, MD",108.1
24027,"Howard, MD",144
24029,"Kent, MD",113
24031,"Montgomery, MD",164.7
24033,"Prince George's, MD",90.8
24035,"Queen Anne's, MD",119
24037,"St. Mary's, MD",104.4
24039,"Somerset, MD",58
24041,"Talbot, MD",134.5
24043,"Washington, MD",86.5
24045,"Wicomico, MD",77.2
24047,"Worcester, MD",110.2
24510,"Baltimore (Independent City), MD",94.3
25001,"Barnstable, MA",137.3
25003,"Berkshire, MA",103.8
25005,"Bristol, MA",99.3
25007,"Dukes, MA",172.1
25009,"Essex, MA",124
25011,"Franklin, MA",100.4
25013,"Hampden, MA",94
25015,"Hampshire, MA",97.3
25017,"Middlesex, MA",153.9
25019,"Nantucket, MA",228.1
25021,"Norfolk, MA",169.5
25023,"Plymouth, MA",124
25025,"Suffolk, MA",149.1
25027,"Worcester, MA",104.7
26001,"Alcona, MI",70.5
26003,"Alger, MI",62
26005,"Allegan, MI",83
26007,"Alpena, MI",75.3
26009,"Antrim, MI",86.5
26011,"Arenac, MI",68.6
26013,"Baraga, MI",61.6
26015,"Barry, MI",82.5
26017,"Bay, MI",76.6
26019,"Benzie, MI",80
26021,"Berrien, MI",87.1
26023,"Branch, MI",69.1
26025,"Calhoun, MI",74
26027,"Cass, MI",82.6
26029,"Charlevoix, MI",97.1
26031,"Cheboygan, MI",73.6
26033,"Chippewa, MI",62.9
26035,"Clare, MI",62.7
26037,"Clinton, MI",85.4
26039,"Crawford, MI",63.6
26041,"Delta, MI",74.5
26043,"Dickinson, MI",90.7
26045,"Eaton, MI",78.4
26047,"Emmet, MI",104.9
26049,"Genesee, MI",75.4
26051,"Gladwin, MI",67.7
26053,"Gogebic, MI",73.4
26055,"Grand Traverse, MI",93
26057,"Gratiot, MI",69.5
26059,"Hillsdale, MI",67.2
26061,"Houghton, MI",69.2
26063,"Huron, MI",83.4
26065,"Ingham, MI",74.9
26067,"Ionia, MI",64.8
26069,"Iosco, MI",69.7
26071,"Iron, MI",82.6
26073,"Isabella, MI",65.2
26075,"Jackson, MI",73.2
26077,"Kalamazoo, MI",89.5
26079,"Kalkaska, MI",63.6
26081,"Kent, MI",99.1
26083,"Keweenaw, MI",87.5
26085,"Lake, MI",58.4
26087,"Lapeer, MI",80.2
26089,"Leelanau, MI",123.6
26091,"Lenawee, MI",72.7
26093,"Livingston, MI",107.1
26095,"Luce, MI",58.5
26097,"Mackinac, MI",81.7
26099,"Macomb, MI",85.5
26101,"Manistee, MI",71.3
26103,"Marquette, MI",73.5
26105,"Mason, MI",76.5
26107,"Mecosta, MI",62.9
26109,"Menominee, MI",80.1
26111,"Midland, MI",111.1
26113,"Missaukee, MI",64.2
26115,"Monroe, MI",87.2
26117,"Montcalm, MI",64.2
26119,"Montmorency, MI",68.6
26121,"Muskegon, MI",71.8
26123,"Newaygo, MI",69.9
26125,"Oakland, MI",133.6
26127,"Oceana, MI",69.7
26129,"Ogemaw, MI",65
26131,"Ontonagon, MI",73.7
26133,"Osceola, MI",66.2
26135,"Oscoda, MI",62.3
26137,"Otsego, MI",74.5
26139,"Ottawa, MI",90.8
26141,"Presque Isle, MI",71.6
26143,"Roscommon, MI",68.2
26145,"Saginaw, MI",71.2
26147,"St. Clair, MI",81.4
26149,"St. Joseph, MI",71.4
26151,"Sanilac, MI",69.8
26153,"Schoolcraft, MI",73.4
26155,"Shiawassee, MI",72.4
26157,"Tuscola, MI",69.8
26159,"Van Buren, MI",75.5
26161,"Washtenaw, MI",109
26163,"Wayne, MI",78.9
26165,"Wexford, MI",67
27001,"Aitkin, MN",73.1
27003,"Anoka, MN",94.1
27005,"Becker, MN",86.8
27007,"Beltrami, MN",76.3
27009,"Benton, MN",80.5
27011,"Big Stone, MN",105.1
27013,"Blue Earth, MN",81.5
27015,"Brown, MN",97.3
27017,"Carlton, MN",79.2
27019,"Carver, MN",131
27021,"Cass, MN",87.1
27023,"Chippewa, MN",91.5
27025,"Chisago, MN",89.5
27027,"Clay, MN",79.3
27029,"Clearwater, MN",80.8
27031,"Cook, MN",101.6
27033,"Cottonwood, MN",88.1
27035,"Crow Wing, MN",83.8
27037,"Dakota, MN",111.4
27039,"Dodge, MN",88.1
27041,"Douglas, MN",98.6
27043,"Faribault, MN",79.6
27045,"Fillmore, MN",83.3
27047,"Freeborn, MN",84.1
27049,"Goodhue, MN",98.4
27051,"Grant, MN",96.5
27053,"Hennepin, MN",137.2
27055,"Houston, MN",96.2
27057,"Hubbard, MN",79.4
27059,"Isanti, MN",80.9
27061,"Itasca, MN",80.2
27063,"Jackson, MN",97.9
27065,"Kanabec, MN",78.1
27067,"Kandiyohi, MN",100.4
27069,"Kittson, MN",102.1
27071,"Koochiching, MN",76.9
27073,"Lac qui Parle, MN",102.3
27075,"Lake, MN",88.4
27077,"Lake of the Woods, MN",105.3
27079,"Le Sueur, MN",89.6
27081,"Lincoln, MN",89.1
27083,"Lyon, MN",90.8
27085,"McLeod, MN",90.2
27087,"Mahnomen, MN",67.9
27089,"Marshall, MN",94.6
27091,"Martin, MN",92
27093,"Meeker, MN",80.7
27095,"Mille Lacs, MN",76.4
27097,"Morrison, MN",78.2
27099,"Mower, MN",88.9
27101,"Murray, MN",100.7
27103,"Nicollet, MN",91.1
27105,"Nobles, MN",82.8
27107,"Norman, MN",81.3
27109,"Olmsted, MN",107.5
27111,"Otter Tail, MN",88.7
27113,"Pennington, MN",101.8
27115,"Pine, MN",68.1
27117,"Pipestone, MN",106.5
27119,"Polk, MN",89.7
27121,"Pope, MN",95.7
27123,"Ramsey, MN",100.9
27125,"Red Lake, MN",95
27127,"Redwood, MN",91.3
27129,"Renville, MN",94.5
27131,"Rice, MN",81
27133,"Rock, MN",95.4
27135,"Roseau, MN",94.2
27137,"St. Louis, MN",87.1
27139,"Scott, MN",109.6
27141,"Sherburne, MN",86.4
27143,"Sibley, MN",85.6
27145,"Stearns, MN",86.7
27147,"Steele, MN",87.4
27149,"Stevens, MN",91.7
27151,"Swift, MN",94.3
27153,"Todd, MN",77.1
27155,"Traverse, MN",112.5
27157,"Wabasha, MN",89.5
27159,"Wadena, MN",73
27161,"Waseca, MN",81.8
27163,"Washington, MN",124.8
27165,"Watonwan, MN",78.9
27167,"Wilkin, MN",109.3
27169,"Winona, MN",91.9
27171,"Wright, MN",92.2
27173,"Yellow Medicine, MN",105
28001,"Adams, MS",62.2
28003,"Alcorn, MS",66.1
28005,"Amite, MS",61.5
28007,"Attala, MS",62.1
28009,"Benton, MS",55.6
28011,"Bolivar, MS",70.2
28013,"Calhoun, MS",60.7
28015,"Carroll, MS",69.1
28017,"Chickasaw, MS",63.9
28019,"Choctaw, MS",61.8
28021,"Claiborne, MS",57.8
28023,"Clarke, MS",66.9
28025,"Clay, MS",72
28027,"Coahoma, MS",62.3
28029,"Copiah, MS",61
28031,"Covington, MS",65.7
28033,"DeSoto, MS",74.8
28035,"Forrest, MS",71.4
28037,"Franklin, MS",62.4
28039,"George, MS",59.7
28041,"Greene, MS",52.7
28043,"Grenada, MS",65.4
28045,"Hancock, MS",64.8
28047,"Harrison, MS",68.5
28049,"Hinds, MS",72.2
28051,"Holmes, MS",52.1
28053,"Humphreys, MS",58.5
28055,"Issaquena, MS",34.1
28057,"Itawamba, MS",63.8
28059,"Jackson, MS",68.9
28061,"Jasper, MS",68.5
28063,"Jefferson, MS",60.8
28065,"Jefferson Davis, MS",55.3
28067,"Jones, MS",70
28069,"Kemper, MS",53.8
28071,"Lafayette, MS",77.3
28073,"Lamar, MS",74.4
28075,"Lauderdale, MS",69.7
28077,"Lawrence, MS",63.6
28079,"Leake, MS",57.7
28081,"Lee, MS",77
28083,"Leflore, MS",66.9
28085,"Lincoln, MS",71
28087,"Lowndes, MS",70.7
28089,"Madison, MS",117.6
28091,"Marion, MS",63.4
28093,"Marshall, MS",59.4
28095,"Monroe, MS",63.7
28097,"Montgomery, MS",62.8
28099,"Neshoba, MS",67.2
28101,"Newton, MS",63.6
28103,"Noxubee, MS",60.3
28105,"Oktibbeha, MS",63.1
28107,"Panola, MS",59.7
28109,"Pearl River, MS",66.5
28111,"Perry, MS",58.7
28113,"Pike, MS",57
28115,"Pontotoc, MS",60.6
28117,"Prentiss, MS",56.5
28119,"Quitman, MS",49.8
28121,"Rankin, MS",82
28123,"Scott, MS",58.9
28125,"Sharkey, MS",58.9
28127,"Simpson, MS",68
28129,"Smith, MS",65.7
28131,"Stone, MS",57.9
28133,"Sunflower, MS",56.7
28135,"Tallahatchie, MS",51
28137,"Tate, MS",64.6
28139,"Tippah, MS",62.3
28141,"Tishomingo, MS",61.6
28143,"Tunica, MS",59.6
28145,"Union, MS",59.2
28147,"Walthall, MS",58.3
28149,"Warren, MS",72.7
28151,"Washington, MS",69
28153,"Wayne, MS",63.9
28155,"Webster, MS",70.6
28157,"Wilkinson, MS",54
28159,"Winston, MS",65.6
28161,"Yalobusha, MS",67.5
28163,"Yazoo, MS",50.1
29001,"Adair, MO",61.7
29003,"Andrew, MO",82.9
29005,"Atchison, MO",78.3
29007,"Audrain, MO",73.7
29009,"Barry, MO",63.4
29011,"Barton, MO",65.9
29013,"Bates, MO",71.4
29015,"Benton, MO",66.1
29017,"Bollinger, MO",59.6
29019,"Boone, MO",87.6
29021,"Buchanan, MO",73.1
29023,"Butler, MO",64.8
29025,"Caldwell, MO",68.5
29027,"Callaway, MO",71.1
29029,"Camden, MO",71.3
29031,"Cape Girardeau, MO",85.1
29033,"Carroll, MO",82.9
29035,"Carter, MO",58.9
29037,"Cass, MO",86.6
29039,"Cedar, MO",58.2
29041,"Chariton, MO",77.6
29043,"Christian, MO",74
29045,"Clark, MO",63.4
29047,"Clay, MO",88.9
29049,"Clinton, MO",79
29051,"Cole, MO",87.8
29053,"Cooper, MO",71.5
29055,"Crawford, MO",66.3
29057,"Dade, MO",62.8
29059,"Dallas, MO",60.9
29061,"Daviess, MO",63.3
29063,"DeKalb, MO",52
29065,"Dent, MO",61
29067,"Douglas, MO",52
29069,"Dunklin, MO",62.7
29071,"Franklin, MO",84
29073,"Gasconade, MO",74
29075,"Gentry, MO",76.2
29077,"Greene, MO",82.4
29079,"Grundy, MO",63.8
29081,"Harrison, MO",70.3
29083,"Henry, MO",79
29085,"Hickory, MO",51
29087,"Holt, MO",83.1
29089,"Howard, MO",71.3
29091,"Howell, MO",62.5
29093,"Iron, MO",62.7
29095,"Jackson, MO",86.4
29097,"Jasper, MO",73.4
29099,"Jefferson, MO",78.6
29101,"Johnson, MO",67.5
29103,"Knox, MO",60.1
29105,"Laclede, MO",67.1
29107,"Lafayette, MO",77.4
29109,"Lawrence, MO",63
29111,"Lewis, MO",64.7
29113,"Lincoln, MO",74.9
29115,"Linn, MO",74.1
29117,"Livingston, MO",73.1
29119,"McDonald, MO",51.5
29121,"Macon, MO",77.9
29123,"Madison, MO",67.7
29125,"Maries, MO",61.2
29127,"Marion, MO",75.4
29129,"Mercer, MO",59.5
29131,"Miller, MO",65.3
29133,"Mississippi, MO",59.2
29135,"Moniteau, MO",68.9
29137,"Monroe, MO",78.4
29139,"Montgomery, MO",74.2
29141,"Morgan, MO",78.7
29143,"New Madrid, MO",62.2
29145,"Newton, MO",72.2
29147,"Nodaway, MO",57
29149,"Oregon, MO",52.8
29151,"Osage, MO",83.7
29153,"Ozark, MO",55.2
29155,"Pemiscot, MO",60.3
29157,"Perry, MO",75.9
29159,"Pettis, MO",69.4
29161,"Phelps, MO",71.9
29163,"Pike, MO",64
29165,"Platte, MO",108.1
29167,"Polk, MO",61.9
29169,"Pulaski, MO",74.4
29171,"Putnam, MO",62.3
29173,"Ralls, MO",74.7
29175,"Randolph, MO",73.3
29177,"Ray, MO",77.7
29179,"Reynolds, MO",64.3
29181,"Ripley, MO",55.9
29183,"St. Charles, MO",98.7
29185,"St. Clair, MO",54.8
29186,"Ste. Genevieve, MO",76.8
29187,"St. Francois, MO",63.3
29189,"St. Louis, MO",131.1
29195,"Saline, MO",70.9
29197,"Schuyler, MO",53.3
29199,"Scotland, MO",61.1
29201,"Scott, MO",73.9
29203,"Shannon, MO",56
29205,"Shelby, MO",74.1
29207,"Stoddard, MO",68
29209,"Stone, MO",71.4
29211,"Sullivan, MO",69.1
29213,"Taney, MO",66
29215,"Texas, MO",51.7
29217,"Vernon, MO",66
29219,"Warren, MO",76.5
29221,"Washington, MO",54.4
29223,"Wayne, MO",54.3
29225,"Webster, MO",59.9
29227,"Worth, MO",65.3
29229,"Wright, MO",59.1
29510,"St. Louis (Independent City), MO",87.5
30001,"Beaverhead, MT",82
30003,"Big Horn, MT",56.1
30005,"Blaine, MT",57.4
30007,"Broadwater, MT",72.2
30009,"Carbon, MT",87.1
30011,"Carter, MT",81.5
30013,"Cascade, MT",87.3
30015,"Chouteau, MT",68.6
30017,"Custer, MT",82.1
30019,"Daniels, MT",88.3
30021,"Dawson, MT",83.2
30023,"Deer Lodge, MT",71.7
30025,"Fallon, MT",90.9
30027,"Fergus, MT",80.5
30029,"Flathead, MT",86.9
30031,"Gallatin, MT",100.5
30033,"Garfield, MT",66.7
30035,"Glacier, MT",63.3
30037,"Golden Valley, MT",90.2
30039,"Granite, MT",80.4
30041,"Hill, MT",82.7
30043,"Jefferson, MT",88.1
30045,"Judith Basin, MT",92.7
30047,"Lake, MT",72.3
30049,"Lewis and Clark, MT",89.2
30051,"Liberty, MT",75.2
30053,"Lincoln, MT",65.1
30055,"McCone, MT",77.5
30057,"Madison, MT",90.2
30059,"Meagher, MT",84.7
30061,"Mineral, MT",73.4
30063,"Missoula, MT",90.9
30065,"Musselshell, MT",79.2
30067,"Park, MT",88.4
30069,"Petroleum, MT",65.7
30071,"Phillips, MT",71.9
30073,"Pondera, MT",77.8
30075,"Powder River, MT",59.7
30077,"Powell, MT",73
30079,"Prairie, MT",82.2
30081,"Ravalli, MT",81.9
30083,"Richland, MT",112.4
30085,"Roosevelt, MT",63.9
30087,"Rosebud, MT",77.6
30089,"Sanders, MT",64.1
30091,"Sheridan, MT",96.5
30093,"Silver Bow, MT",89.9
30095,"Stillwater, MT",95.1
30097,"Sweet Grass, MT",81.6
30099,"Teton, MT",81.5
30101,"Toole, MT",83.5
30103,"Treasure, MT",88.9
30105,"Valley, MT",86.2
30107,"Wheatland, MT",66
30109,"Wibaux, MT",93.6
30111,"Yellowstone, MT",96.1
31001,"Adams, NE",90.3
31003,"Antelope, NE",86.3
31005,"Arthur, NE",86.1
31007,"Banner, NE",107
31009,"Blaine, NE",84.1
31011,"Boone, NE",99.2
31013,"Box Butte, NE",87
31015,"Boyd, NE",102.5
31017,"Brown, NE",94.6
31019,"Buffalo, NE",99.3
31021,"Burt, NE",92.3
31023,"Butler, NE",86.8
31025,"Cass, NE",98.4
31027,"Cedar, NE",97
31029,"Chase, NE",90.5
31031,"Cherry, NE",82.9
31033,"Cheyenne, NE",88.6
31035,"Clay, NE",86.7
31037,"Colfax, NE",79.2
31039,"Cuming, NE",107.6
31041,"Custer, NE",81.3
31043,"Dakota, NE",76.8
31045,"Dawes, NE",68.1
31047,"Dawson, NE",79.1
31049,"Deuel, NE",81.3
31051,"Dixon, NE",81.2
31053,"Dodge, NE",86.9
31055,"Douglas, NE",116.5
31057,"Dundy, NE",97.6
31059,"Fillmore, NE",104.8
31061,"Franklin, NE",86.6
31063,"Frontier, NE",81.7
31065,"Furnas, NE",90
31067,"Gage, NE",91.6
31069,"Garden, NE",75.1
31071,"Garfield, NE",80.6
31073,"Gosper, NE",96.7
31075,"Grant, NE",78.1
31077,"Greeley, NE",82.9
31079,"Hall, NE",80.1
31081,"Hamilton, NE",100.6
31083,"Harlan, NE",88.4
31085,"Hayes, NE",83.4
31087,"Hitchcock, NE",69.8
31089,"Holt, NE",94.4
31091,"Hooker, NE",96.7
31093,"Howard, NE",76
31095,"Jefferson, NE",89.6
31097,"Johnson, NE",68.3
31099,"Kearney, NE",103.4
31101,"Keith, NE",84.3
31103,"Keya Paha, NE",108
